in Hz,Spectrum in dBA
5.934058E+02,-5.4061E+01
5.935966E+02,-5.0521E+01
5.937873E+02,-4.7461E+01
5.939781E+02,-4.6181E+01
5.941688E+02,-4.6241E+01
5.943596E+02,-4.7581E+01
5.945503E+02,-5.0581E+01
5.947410E+02,-5.5901E+01
5.949318E+02,-6.2341E+01
5.951225E+02,-6.4801E+01
5.953133E+02,-6.5021E+01
5.955040E+02,-5.9981E+01
5.956948E+02,-5.4361E+01
5.958855E+02,-5.0581E+01
5.960763E+02,-4.8461E+01
5.962670E+02,-4.7381E+01
5.964577E+02,-4.6941E+01
5.966485E+02,-4.7461E+01
5.968392E+02,-5.0161E+01
5.970300E+02,-5.8261E+01
5.972207E+02,-5.7841E+01
5.974115E+02,-5.2221E+01
5.976022E+02,-5.2461E+01
5.977930E+02,-5.7061E+01
5.979837E+02,-5.6981E+01
5.981744E+02,-5.0741E+01
5.983652E+02,-4.7281E+01
5.985559E+02,-4.5301E+01
5.987467E+02,-4.4481E+01
5.989374E+02,-4.4921E+01
5.991282E+02,-4.6561E+01
5.993189E+02,-4.7841E+01
5.995097E+02,-4.6681E+01
5.997004E+02,-4.4901E+01
5.998911E+02,-4.3681E+01
6.000819E+02,-4.3041E+01
6.002726E+02,-4.3041E+01
6.004634E+02,-4.4061E+01
6.006541E+02,-4.6121E+01
6.008449E+02,-4.8161E+01
6.010356E+02,-4.8481E+01
6.012264E+02,-4.7701E+01
6.014171E+02,-4.7301E+01
6.016078E+02,-4.7941E+01
6.017986E+02,-4.9981E+01
6.019893E+02,-5.2061E+01
6.021801E+02,-5.0001E+01
6.023708E+02,-4.6961E+01
6.025616E+02,-4.5201E+01
6.027523E+02,-4.4481E+01
6.029430E+02,-4.5101E+01
6.031338E+02,-4.7021E+01
6.033245E+02,-4.8741E+01
6.035153E+02,-4.8161E+01
6.037060E+02,-4.6981E+01
6.038968E+02,-4.7161E+01
6.040875E+02,-4.8661E+01
6.042783E+02,-5.0381E+01
6.044690E+02,-5.2221E+01
6.046597E+02,-5.6201E+01
6.048505E+02,-6.3141E+01
6.050412E+02,-6.2041E+01
6.052320E+02,-6.2461E+01
6.054227E+02,-5.8561E+01
6.056135E+02,-5.3321E+01
6.058042E+02,-5.0381E+01
6.059950E+02,-4.8781E+01
6.061857E+02,-4.8701E+01
6.063764E+02,-5.0041E+01
6.065672E+02,-5.2461E+01
6.067579E+02,-5.5021E+01
6.069487E+02,-5.1961E+01
6.071394E+02,-4.9041E+01
6.073302E+02,-4.8321E+01
6.075209E+02,-4.8321E+01
6.077117E+02,-4.8901E+01
6.079024E+02,-5.2681E+01
6.080931E+02,-6.1501E+01
6.082839E+02,-5.0001E+01
6.084746E+02,-4.5141E+01
6.086654E+02,-4.3321E+01
6.088561E+02,-4.3601E+01
6.090469E+02,-4.5381E+01
6.092376E+02,-4.5921E+01
6.094284E+02,-4.2661E+01
6.096191E+02,-3.9881E+01
6.098098E+02,-3.8741E+01
6.100006E+02,-3.8581E+01
6.101913E+02,-3.8881E+01
6.103821E+02,-3.9901E+01
6.105728E+02,-4.2561E+01
6.107636E+02,-4.6961E+01
6.109543E+02,-4.8081E+01
6.111451E+02,-4.6601E+01
6.113358E+02,-4.7401E+01
6.115265E+02,-5.1801E+01
6.117173E+02,-6.8041E+01
6.119080E+02,-5.3701E+01
6.120988E+02,-4.7621E+01
6.122895E+02,-4.4441E+01
6.124803E+02,-4.3181E+01
6.126710E+02,-4.3341E+01
6.128618E+02,-4.4381E+01
6.130525E+02,-4.6161E+01
6.132432E+02,-4.8401E+01
6.134340E+02,-4.6841E+01
6.136247E+02,-4.3741E+01
6.138155E+02,-4.2861E+01
6.140062E+02,-4.4161E+01
6.141970E+02,-4.6941E+01
6.143877E+02,-5.0301E+01
6.145785E+02,-5.3541E+01
6.147692E+02,-5.6561E+01
6.149599E+02,-5.7761E+01
6.151507E+02,-5.6681E+01
6.153414E+02,-5.4761E+01
6.155322E+02,-5.3741E+01
6.157229E+02,-5.4961E+01
6.159137E+02,-5.9221E+01
6.161044E+02,-6.5721E+01
6.162952E+02,-5.6201E+01
6.164859E+02,-5.1841E+01
6.166766E+02,-5.1001E+01
6.168674E+02,-5.3381E+01
6.170581E+02,-6.0381E+01
6.172489E+02,-6.8421E+01
6.174396E+02,-6.0541E+01
6.176304E+02,-5.7421E+01
6.178211E+02,-5.6521E+01
6.180119E+02,-5.2941E+01
6.182026E+02,-4.8881E+01
6.183933E+02,-4.6601E+01
6.185841E+02,-4.6221E+01
6.187748E+02,-4.7361E+01
6.189656E+02,-4.8781E+01
6.191563E+02,-4.8821E+01
6.193471E+02,-4.5321E+01
6.195378E+02,-4.1681E+01
6.197286E+02,-3.9961E+01
6.199193E+02,-3.9561E+01
6.201100E+02,-3.9501E+01
6.203008E+02,-3.9761E+01
6.204915E+02,-4.1301E+01
6.206823E+02,-4.4861E+01
6.208730E+02,-5.0701E+01
6.210638E+02,-5.7641E+01
6.212545E+02,-5.8901E+01
6.214453E+02,-5.7541E+01
6.216360E+02,-5.7441E+01
6.218267E+02,-5.5361E+01
6.220175E+02,-4.9941E+01
6.222082E+02,-4.6121E+01
6.223990E+02,-4.4121E+01
6.225897E+02,-4.3221E+01
6.227805E+02,-4.3121E+01
6.229712E+02,-4.3881E+01
6.231620E+02,-4.5261E+01
6.233527E+02,-4.4921E+01
6.235434E+02,-4.2701E+01
6.237342E+02,-4.1621E+01
6.239249E+02,-4.2021E+01
6.241157E+02,-4.3401E+01
6.243064E+02,-4.5641E+01
6.244972E+02,-4.9881E+01
6.246879E+02,-5.9461E+01
6.248787E+02,-5.8841E+01
6.250694E+02,-5.6161E+01
6.252601E+02,-5.5301E+01
6.254509E+02,-5.4561E+01
6.256416E+02,-5.9141E+01
6.258324E+02,-5.7201E+01
6.260231E+02,-5.0961E+01
6.262139E+02,-4.9301E+01
6.264046E+02,-5.0701E+01
6.265954E+02,-5.5641E+01
6.267861E+02,-6.6821E+01
6.269768E+02,-6.0701E+01
6.271676E+02,-5.5661E+01
6.273583E+02,-5.3301E+01
6.275491E+02,-5.2961E+01
6.277398E+02,-5.2541E+01
6.279306E+02,-4.8621E+01
6.281213E+02,-4.5161E+01
6.283121E+02,-4.3761E+01
6.285028E+02,-4.4161E+01
6.286935E+02,-4.5941E+01
6.288843E+02,-4.8141E+01
6.290750E+02,-4.8581E+01
6.292658E+02,-4.6061E+01
6.294565E+02,-4.3421E+01
6.296473E+02,-4.2121E+01
6.298380E+02,-4.2141E+01
6.300288E+02,-4.3081E+01
6.302195E+02,-4.5141E+01
6.304102E+02,-5.0241E+01
6.306010E+02,-6.7441E+01
6.307917E+02,-5.3781E+01
6.309825E+02,-5.1921E+01
6.311732E+02,-5.4761E+01
6.313640E+02,-5.7641E+01
6.315547E+02,-5.5001E+01
6.317455E+02,-5.1341E+01
6.319362E+02,-4.8261E+01
6.321269E+02,-4.6501E+01
6.323177E+02,-4.5901E+01
6.325084E+02,-4.5541E+01
6.326992E+02,-4.4861E+01
6.328899E+02,-4.4161E+01
6.330807E+02,-4.3941E+01
6.332714E+02,-4.3961E+01
6.334622E+02,-4.3801E+01
6.336529E+02,-4.4001E+01
6.338436E+02,-4.4981E+01
6.340344E+02,-4.6621E+01
6.342251E+02,-4.9061E+01
6.344159E+02,-5.3401E+01
6.346066E+02,-6.6961E+01
6.347974E+02,-5.6961E+01
6.349881E+02,-5.3161E+01
6.351789E+02,-5.4521E+01
6.353696E+02,-5.8701E+01
6.355603E+02,-7.5681E+01
6.357511E+02,-5.6741E+01
6.359418E+02,-5.0201E+01
6.361326E+02,-4.7681E+01
6.363233E+02,-4.7361E+01
6.365141E+02,-4.8141E+01
6.367048E+02,-4.8761E+01
6.368956E+02,-4.9041E+01
6.370863E+02,-5.0001E+01
6.372770E+02,-5.1361E+01
6.374678E+02,-5.1581E+01
6.376585E+02,-5.0441E+01
6.378493E+02,-4.8941E+01
6.380400E+02,-4.7601E+01
6.382308E+02,-4.6941E+01
6.384215E+02,-4.7261E+01
6.386123E+02,-4.8181E+01
6.388030E+02,-4.9661E+01
6.389937E+02,-5.2061E+01
6.391845E+02,-5.1441E+01
6.393752E+02,-4.7561E+01
6.395660E+02,-4.5081E+01
6.397567E+02,-4.4161E+01
6.399475E+02,-4.4181E+01
6.401382E+02,-4.5141E+01
6.403290E+02,-4.8241E+01
6.405197E+02,-5.5401E+01
6.407104E+02,-5.3241E+01
6.409012E+02,-5.0841E+01
6.410919E+02,-5.2461E+01
6.412827E+02,-5.3241E+01
6.414734E+02,-5.0261E+01
6.416642E+02,-4.6901E+01
6.418549E+02,-4.4501E+01
6.420457E+02,-4.3381E+01
6.422364E+02,-4.3341E+01
6.424271E+02,-4.3581E+01
6.426179E+02,-4.3381E+01
6.428086E+02,-4.2801E+01
6.429994E+02,-4.2461E+01
6.431901E+02,-4.2801E+01
6.433809E+02,-4.3621E+01
6.435716E+02,-4.4601E+01
6.437624E+02,-4.6021E+01
6.439531E+02,-4.8221E+01
6.441438E+02,-5.1041E+01
6.443346E+02,-5.3781E+01
6.445253E+02,-5.5801E+01
6.447161E+02,-5.7201E+01
6.449068E+02,-6.1121E+01
6.450976E+02,-6.8381E+01
6.452883E+02,-6.3541E+01
6.454791E+02,-5.7341E+01
6.456698E+02,-5.0741E+01
6.458605E+02,-4.7021E+01
6.460513E+02,-4.5281E+01
6.462420E+02,-4.5341E+01
6.464328E+02,-4.6861E+01
6.466235E+02,-4.8441E+01
6.468143E+02,-4.8281E+01
6.470050E+02,-4.7181E+01
6.471958E+02,-4.6061E+01
6.473865E+02,-4.4761E+01
6.475772E+02,-4.3541E+01
6.477680E+02,-4.3181E+01
6.479587E+02,-4.4021E+01
6.481495E+02,-4.5741E+01
6.483402E+02,-4.8101E+01
6.485310E+02,-5.0701E+01
6.487217E+02,-5.0921E+01
6.489125E+02,-5.0161E+01
6.491032E+02,-5.0741E+01
6.492939E+02,-5.2141E+01
6.494847E+02,-5.4361E+01
6.496754E+02,-5.7561E+01
6.498662E+02,-6.3501E+01
6.500569E+02,-6.5421E+01
6.502477E+02,-5.2781E+01
6.504384E+02,-4.8401E+01
6.506292E+02,-4.7401E+01
6.508199E+02,-4.8781E+01
6.510106E+02,-5.1661E+01
6.512014E+02,-5.3781E+01
6.513921E+02,-5.3781E+01
6.515829E+02,-5.0041E+01
6.517736E+02,-4.5541E+01
6.519644E+02,-4.2801E+01
6.521551E+02,-4.1721E+01
6.523458E+02,-4.1781E+01
6.525366E+02,-4.2361E+01
6.527273E+02,-4.3081E+01
6.529181E+02,-4.4141E+01
6.531088E+02,-4.5741E+01
6.532996E+02,-4.7581E+01
6.534903E+02,-4.9601E+01
6.536811E+02,-5.1001E+01
6.538718E+02,-5.0921E+01
6.540625E+02,-5.1421E+01
6.542533E+02,-5.4881E+01
6.544440E+02,-6.3201E+01
6.546348E+02,-5.0801E+01
6.548255E+02,-4.6941E+01
6.550163E+02,-4.6661E+01
6.552070E+02,-4.7901E+01
6.553978E+02,-4.7721E+01
6.555885E+02,-4.5421E+01
6.557792E+02,-4.3721E+01
6.559700E+02,-4.3521E+01
6.561607E+02,-4.4741E+01
6.563515E+02,-4.6621E+01
6.565422E+02,-4.7841E+01
6.567330E+02,-4.8621E+01
6.569237E+02,-4.9781E+01
6.571145E+02,-5.0781E+01
6.573052E+02,-5.1361E+01
6.574959E+02,-5.2621E+01
6.576867E+02,-5.2961E+01
6.578774E+02,-5.1661E+01
6.580682E+02,-5.1121E+01
6.582589E+02,-5.1161E+01
6.584497E+02,-5.0521E+01
6.586404E+02,-4.9281E+01
6.588312E+02,-4.8461E+01
6.590219E+02,-4.8081E+01
6.592126E+02,-4.8281E+01
6.594034E+02,-4.9381E+01
6.595941E+02,-4.9781E+01
6.597849E+02,-4.9241E+01
6.599756E+02,-4.9701E+01
6.601664E+02,-5.0801E+01
6.603571E+02,-5.0041E+01
6.605479E+02,-4.8101E+01
6.607386E+02,-4.7341E+01
6.609293E+02,-4.8241E+01
6.611201E+02,-4.9641E+01
6.613108E+02,-4.8881E+01
6.615016E+02,-4.5981E+01
6.616923E+02,-4.3441E+01
6.618831E+02,-4.2301E+01
6.620738E+02,-4.2641E+01
6.622646E+02,-4.4061E+01
6.624553E+02,-4.5781E+01
6.626460E+02,-4.6521E+01
6.628368E+02,-4.5941E+01
6.630275E+02,-4.5661E+01
6.632183E+02,-4.6521E+01
6.634090E+02,-4.8641E+01
6.635998E+02,-5.2281E+01
6.637905E+02,-5.7301E+01
6.639813E+02,-6.3781E+01
6.641720E+02,-7.0401E+01
6.643627E+02,-5.5141E+01
6.645535E+02,-4.9301E+01
6.647442E+02,-4.6801E+01
6.649350E+02,-4.6081E+01
6.651257E+02,-4.6121E+01
6.653165E+02,-4.5821E+01
6.655072E+02,-4.3921E+01
6.656980E+02,-4.1561E+01
6.658887E+02,-4.0461E+01
6.660794E+02,-4.0861E+01
6.662702E+02,-4.2461E+01
6.664609E+02,-4.4461E+01
6.666517E+02,-4.6041E+01
6.668424E+02,-4.7061E+01
6.670332E+02,-4.7861E+01
6.672239E+02,-4.8181E+01
6.674147E+02,-4.7901E+01
6.676054E+02,-4.7701E+01
6.677961E+02,-4.8961E+01
6.679869E+02,-5.1761E+01
6.681776E+02,-5.0741E+01
6.683684E+02,-4.8221E+01
6.685591E+02,-4.8081E+01
6.687499E+02,-5.0621E+01
6.689406E+02,-5.7021E+01
6.691314E+02,-6.0261E+01
6.693221E+02,-5.4421E+01
6.695128E+02,-5.2301E+01
6.697036E+02,-5.2801E+01
6.698943E+02,-5.5241E+01
6.700851E+02,-5.6861E+01
6.702758E+02,-5.3381E+01
6.704666E+02,-5.0481E+01
6.706573E+02,-5.0161E+01
6.708481E+02,-5.2441E+01
6.710388E+02,-5.5301E+01
6.712295E+02,-5.2701E+01
6.714203E+02,-4.7281E+01
6.716110E+02,-4.3421E+01
6.718018E+02,-4.1501E+01
6.719925E+02,-4.1181E+01
6.721833E+02,-4.2061E+01
6.723740E+02,-4.3641E+01
6.725648E+02,-4.4901E+01
6.727555E+02,-4.4721E+01
6.729462E+02,-4.3981E+01
6.731370E+02,-4.4241E+01
6.733277E+02,-4.5501E+01
6.735185E+02,-4.7101E+01
6.737092E+02,-4.9641E+01
6.739000E+02,-5.3981E+01
6.740907E+02,-5.1561E+01
6.742815E+02,-4.7161E+01
6.744722E+02,-4.4881E+01
6.746629E+02,-4.3841E+01
6.748537E+02,-4.3581E+01
6.750444E+02,-4.3701E+01
6.752352E+02,-4.3801E+01
6.754259E+02,-4.3741E+01
6.756167E+02,-4.3461E+01
6.758074E+02,-4.3041E+01
6.759982E+02,-4.2861E+01
6.761889E+02,-4.2821E+01
6.763796E+02,-4.3161E+01
6.765704E+02,-4.5121E+01
6.767611E+02,-4.8781E+01
6.769519E+02,-4.8061E+01
6.771426E+02,-4.5541E+01
6.773334E+02,-4.5121E+01
6.775241E+02,-4.6561E+01
6.777149E+02,-4.9881E+01
6.779056E+02,-5.6641E+01
6.780963E+02,-6.0101E+01
6.782871E+02,-5.5701E+01
6.784778E+02,-5.5061E+01
6.786686E+02,-5.5021E+01
6.788593E+02,-5.5421E+01
6.790501E+02,-5.4581E+01
6.792408E+02,-5.1441E+01
6.794316E+02,-4.8701E+01
6.796223E+02,-4.7581E+01
6.798130E+02,-4.7661E+01
6.800038E+02,-4.7701E+01
6.801945E+02,-4.6981E+01
6.803853E+02,-4.6421E+01
6.805760E+02,-4.7301E+01
6.807668E+02,-4.9881E+01
6.809575E+02,-5.2281E+01
6.811483E+02,-5.2081E+01
6.813390E+02,-5.0161E+01
6.815297E+02,-4.7501E+01
6.817205E+02,-4.5401E+01
6.819112E+02,-4.4301E+01
6.821020E+02,-4.4141E+01
6.822927E+02,-4.4841E+01
6.824835E+02,-4.6201E+01
6.826742E+02,-4.7161E+01
6.828650E+02,-4.6421E+01
6.830557E+02,-4.5481E+01
6.832464E+02,-4.5241E+01
6.834372E+02,-4.5721E+01
6.836279E+02,-4.7621E+01
6.838187E+02,-5.4261E+01
6.840094E+02,-5.7201E+01
6.842002E+02,-4.7001E+01
6.843909E+02,-4.3861E+01
6.845817E+02,-4.2921E+01
6.847724E+02,-4.2661E+01
6.849631E+02,-4.2341E+01
6.851539E+02,-4.1961E+01
6.853446E+02,-4.1701E+01
6.855354E+02,-4.1701E+01
6.857261E+02,-4.2161E+01
6.859169E+02,-4.2781E+01
6.861076E+02,-4.3021E+01
6.862984E+02,-4.3061E+01
6.864891E+02,-4.3761E+01
6.866798E+02,-4.5681E+01
6.868706E+02,-4.7721E+01
6.870613E+02,-4.8081E+01
6.872521E+02,-4.8361E+01
6.874428E+02,-4.9061E+01
6.876336E+02,-4.8861E+01
6.878243E+02,-4.7121E+01
6.880151E+02,-4.5801E+01
6.882058E+02,-4.6241E+01
6.883965E+02,-4.9121E+01
6.885873E+02,-5.5281E+01
6.887780E+02,-6.2381E+01
6.889688E+02,-5.6801E+01
6.891595E+02,-5.0201E+01
6.893503E+02,-4.6741E+01
6.895410E+02,-4.5701E+01
6.897318E+02,-4.6121E+01
6.899225E+02,-4.6801E+01
6.901132E+02,-4.6561E+01
6.903040E+02,-4.6161E+01
6.904947E+02,-4.7781E+01
6.906855E+02,-5.3441E+01
6.908762E+02,-5.4721E+01
6.910670E+02,-4.8361E+01
6.912577E+02,-4.5641E+01
6.914485E+02,-4.4921E+01
6.916392E+02,-4.5441E+01
6.918299E+02,-4.6881E+01
6.920207E+02,-4.8381E+01
6.922114E+02,-4.9081E+01
6.924022E+02,-5.0381E+01
6.925929E+02,-5.2001E+01
6.927837E+02,-5.0201E+01
6.929744E+02,-4.7561E+01
6.931652E+02,-4.6421E+01
6.933559E+02,-4.7301E+01
6.935466E+02,-5.1381E+01
6.937374E+02,-6.3901E+01
6.939281E+02,-5.0061E+01
6.941189E+02,-4.5361E+01
6.943096E+02,-4.4121E+01
6.945004E+02,-4.4401E+01
6.946911E+02,-4.4961E+01
6.948819E+02,-4.4681E+01
6.950726E+02,-4.3381E+01
6.952633E+02,-4.1881E+01
6.954541E+02,-4.0841E+01
6.956448E+02,-4.0461E+01
6.958356E+02,-4.0521E+01
6.960263E+02,-4.0841E+01
6.962171E+02,-4.1761E+01
6.964078E+02,-4.3481E+01
6.965986E+02,-4.5041E+01
6.967893E+02,-4.5141E+01
6.969800E+02,-4.4881E+01
6.971708E+02,-4.5461E+01
6.973615E+02,-4.6741E+01
6.975523E+02,-4.9141E+01
6.977430E+02,-5.7541E+01
6.979338E+02,-5.4701E+01
6.981245E+02,-4.6821E+01
6.983153E+02,-4.4441E+01
6.985060E+02,-4.4321E+01
6.986967E+02,-4.5481E+01
6.988875E+02,-4.6801E+01
6.990782E+02,-4.6201E+01
6.992690E+02,-4.4181E+01
6.994597E+02,-4.3241E+01
6.996505E+02,-4.3761E+01
6.998412E+02,-4.5101E+01
7.000319E+02,-4.6721E+01
7.002227E+02,-4.8821E+01
7.004134E+02,-5.2501E+01
7.006042E+02,-5.8161E+01
7.007949E+02,-6.0521E+01
7.009857E+02,-5.5661E+01
7.011764E+02,-5.0781E+01
7.013672E+02,-4.7681E+01
7.015579E+02,-4.6021E+01
7.017486E+02,-4.5381E+01
7.019394E+02,-4.5381E+01
7.021301E+02,-4.5821E+01
7.023209E+02,-4.7301E+01
7.025116E+02,-5.0301E+01
7.027024E+02,-5.3641E+01
7.028931E+02,-5.4521E+01
7.030839E+02,-5.2681E+01
7.032746E+02,-5.0741E+01
7.034653E+02,-5.1161E+01
7.036561E+02,-5.4961E+01
7.038468E+02,-5.0701E+01
7.040376E+02,-4.6281E+01
7.042283E+02,-4.5061E+01
7.044191E+02,-4.5381E+01
7.046098E+02,-4.5801E+01
7.048006E+02,-4.5461E+01
7.049913E+02,-4.4381E+01
7.051820E+02,-4.3401E+01
7.053728E+02,-4.3141E+01
7.055635E+02,-4.3401E+01
7.057543E+02,-4.3581E+01
7.059450E+02,-4.3281E+01
7.061358E+02,-4.2841E+01
7.063265E+02,-4.3101E+01
7.065173E+02,-4.4341E+01
7.067080E+02,-4.5301E+01
7.068987E+02,-4.4961E+01
7.070895E+02,-4.4561E+01
7.072802E+02,-4.4881E+01
7.074710E+02,-4.6161E+01
7.076617E+02,-4.9021E+01
7.078525E+02,-5.0741E+01
7.080432E+02,-4.7621E+01
7.082340E+02,-4.5381E+01
7.084247E+02,-4.4181E+01
7.086154E+02,-4.3101E+01
7.088062E+02,-4.2201E+01
7.089969E+02,-4.1541E+01
7.091877E+02,-4.0621E+01
7.093784E+02,-3.9341E+01
7.095692E+02,-3.8461E+01
7.097599E+02,-3.8621E+01
7.099507E+02,-3.9721E+01
7.101414E+02,-4.1321E+01
7.103321E+02,-4.3541E+01
7.105229E+02,-4.6861E+01
7.107136E+02,-5.0701E+01
7.109044E+02,-5.2601E+01
7.110951E+02,-5.3281E+01
7.112859E+02,-5.5821E+01
7.114766E+02,-6.0921E+01
7.116674E+02,-6.3721E+01
7.118581E+02,-5.3941E+01
7.120488E+02,-4.8261E+01
7.122396E+02,-4.6201E+01
7.124303E+02,-4.6281E+01
7.126211E+02,-4.7861E+01
7.128118E+02,-5.1081E+01
7.130026E+02,-5.7301E+01
7.131933E+02,-7.1521E+01
7.133841E+02,-7.2421E+01
7.135748E+02,-5.5001E+01
7.137655E+02,-4.7861E+01
7.139563E+02,-4.5101E+01
7.141470E+02,-4.5281E+01
7.143378E+02,-4.7481E+01
7.145285E+02,-4.9841E+01
7.147193E+02,-4.9361E+01
7.149100E+02,-4.6441E+01
7.151008E+02,-4.3701E+01
7.152915E+02,-4.2281E+01
7.154822E+02,-4.2281E+01
7.156730E+02,-4.3421E+01
7.158637E+02,-4.5261E+01
7.160545E+02,-4.6561E+01
7.162452E+02,-4.6521E+01
7.164360E+02,-4.6461E+01
7.166267E+02,-4.7621E+01
7.168175E+02,-5.0341E+01
7.170082E+02,-5.3481E+01
7.171989E+02,-5.7321E+01
7.173897E+02,-6.9321E+01
7.175804E+02,-5.6521E+01
7.177712E+02,-4.9641E+01
7.179619E+02,-4.6141E+01
7.181527E+02,-4.4521E+01
7.183434E+02,-4.3901E+01
7.185342E+02,-4.3361E+01
7.187249E+02,-4.2401E+01
7.189156E+02,-4.1261E+01
7.191064E+02,-4.0461E+01
7.192971E+02,-4.0501E+01
7.194879E+02,-4.1421E+01
7.196786E+02,-4.3081E+01
7.198694E+02,-4.5101E+01
7.200601E+02,-4.6481E+01
7.202509E+02,-4.6061E+01
7.204416E+02,-4.5401E+01
7.206323E+02,-4.6161E+01
7.208231E+02,-4.8841E+01
7.210138E+02,-5.4301E+01
7.212046E+02,-6.6941E+01
7.213953E+02,-5.1801E+01
7.215861E+02,-4.6761E+01
7.217768E+02,-4.5121E+01
7.219676E+02,-4.5281E+01
7.221583E+02,-4.6341E+01
7.223490E+02,-4.7321E+01
7.225398E+02,-4.6961E+01
7.227305E+02,-4.5761E+01
7.229213E+02,-4.5281E+01
7.231120E+02,-4.6261E+01
7.233028E+02,-4.8121E+01
7.234935E+02,-4.8661E+01
7.236843E+02,-4.7461E+01
7.238750E+02,-4.7121E+01
7.240657E+02,-4.8941E+01
7.242565E+02,-5.3141E+01
7.244472E+02,-6.0621E+01
7.246380E+02,-7.0161E+01
7.248287E+02,-5.9221E+01
7.250195E+02,-5.1421E+01
7.252102E+02,-4.7101E+01
7.254010E+02,-4.4641E+01
7.255917E+02,-4.3381E+01
7.257824E+02,-4.3781E+01
7.259732E+02,-4.6681E+01
7.261639E+02,-5.3401E+01
7.263547E+02,-5.4221E+01
7.265454E+02,-5.0841E+01
7.267362E+02,-5.1981E+01
7.269269E+02,-5.5441E+01
7.271177E+02,-5.8381E+01
7.273084E+02,-6.0481E+01
7.274991E+02,-5.5021E+01
7.276899E+02,-4.9581E+01
7.278806E+02,-4.5921E+01
7.280714E+02,-4.3521E+01
7.282621E+02,-4.2061E+01
7.284529E+02,-4.1521E+01
7.286436E+02,-4.1961E+01
7.288344E+02,-4.2421E+01
7.290251E+02,-4.1561E+01
7.292158E+02,-4.0601E+01
7.294066E+02,-4.0721E+01
7.295973E+02,-4.1761E+01
7.297881E+02,-4.3361E+01
7.299788E+02,-4.6301E+01
7.301696E+02,-5.3561E+01
7.303603E+02,-5.9221E+01
7.305511E+02,-4.9321E+01
7.307418E+02,-4.5941E+01
7.309325E+02,-4.5181E+01
7.311233E+02,-4.6781E+01
7.313140E+02,-5.1501E+01
7.315048E+02,-5.2481E+01
7.316955E+02,-4.7061E+01
7.318863E+02,-4.5121E+01
7.320770E+02,-4.5581E+01
7.322678E+02,-4.7181E+01
7.324585E+02,-4.8281E+01
7.326492E+02,-4.7961E+01
7.328400E+02,-4.7021E+01
7.330307E+02,-4.6461E+01
7.332215E+02,-4.6401E+01
7.334122E+02,-4.6521E+01
7.336030E+02,-4.6761E+01
7.337937E+02,-4.7421E+01
7.339845E+02,-4.9081E+01
7.341752E+02,-5.2161E+01
7.343659E+02,-5.4021E+01
7.345567E+02,-5.0581E+01
7.347474E+02,-4.7921E+01
7.349382E+02,-4.6941E+01
7.351289E+02,-4.6841E+01
7.353197E+02,-4.6741E+01
7.355104E+02,-4.6441E+01
7.357012E+02,-4.6741E+01
7.358919E+02,-4.8561E+01
7.360826E+02,-5.2361E+01
7.362734E+02,-5.6721E+01
7.364641E+02,-5.6441E+01
7.366549E+02,-5.4841E+01
7.368456E+02,-5.4481E+01
7.370364E+02,-5.5961E+01
7.372271E+02,-5.3761E+01
7.374179E+02,-4.9301E+01
7.376086E+02,-4.6561E+01
7.377993E+02,-4.5281E+01
7.379901E+02,-4.4781E+01
7.381808E+02,-4.4041E+01
7.383716E+02,-4.2801E+01
7.385623E+02,-4.2001E+01
7.387531E+02,-4.2221E+01
7.389438E+02,-4.3421E+01
7.391346E+02,-4.5041E+01
7.393253E+02,-4.6241E+01
7.395160E+02,-4.6281E+01
7.397068E+02,-4.5741E+01
7.398975E+02,-4.6181E+01
7.400883E+02,-4.8161E+01
7.402790E+02,-4.9401E+01
7.404698E+02,-4.8841E+01
7.406605E+02,-4.8321E+01
7.408513E+02,-4.8081E+01
7.410420E+02,-4.8381E+01
7.412327E+02,-4.8941E+01
7.414235E+02,-4.7901E+01
7.416142E+02,-4.6301E+01
7.418050E+02,-4.5521E+01
7.419957E+02,-4.5161E+01
7.421865E+02,-4.4701E+01
7.423772E+02,-4.4121E+01
7.425680E+02,-4.3421E+01
7.427587E+02,-4.2941E+01
7.429494E+02,-4.3141E+01
7.431402E+02,-4.3921E+01
7.433309E+02,-4.4621E+01
7.435217E+02,-4.5081E+01
7.437124E+02,-4.5921E+01
7.439032E+02,-4.7521E+01
7.440939E+02,-4.9841E+01
7.442847E+02,-5.2801E+01
7.444754E+02,-5.4961E+01
7.446661E+02,-5.2761E+01
7.448569E+02,-4.9901E+01
7.450476E+02,-4.8661E+01
7.452384E+02,-4.8901E+01
7.454291E+02,-5.0241E+01
7.456199E+02,-5.3321E+01
7.458106E+02,-6.0921E+01
7.460014E+02,-6.8481E+01
7.461921E+02,-6.0301E+01
7.463828E+02,-6.0041E+01
7.465736E+02,-5.2221E+01
7.467643E+02,-4.7701E+01
7.469551E+02,-4.6921E+01
7.471458E+02,-4.7821E+01
7.473366E+02,-4.7041E+01
7.475273E+02,-4.5261E+01
7.477180E+02,-4.4641E+01
7.479088E+02,-4.5381E+01
7.480995E+02,-4.6821E+01
7.482903E+02,-4.6801E+01
7.484810E+02,-4.4641E+01
7.486718E+02,-4.3181E+01
7.488625E+02,-4.3361E+01
7.490533E+02,-4.5021E+01
7.492440E+02,-4.7481E+01
7.494347E+02,-5.0261E+01
7.496255E+02,-5.3861E+01
7.498162E+02,-5.5501E+01
7.500070E+02,-5.2601E+01
