in Hz,Spectrum in dBA
3.333068E+03,-6.1741E+01
3.333258E+03,-6.1921E+01
3.333449E+03,-6.0961E+01
3.333640E+03,-5.8201E+01
3.333831E+03,-5.5241E+01
3.334021E+03,-5.3221E+01
3.334212E+03,-5.2161E+01
3.334403E+03,-5.1721E+01
3.334594E+03,-5.1901E+01
3.334784E+03,-5.3201E+01
3.334975E+03,-5.6481E+01
3.335166E+03,-6.2761E+01
3.335357E+03,-7.2161E+01
3.335547E+03,-6.9841E+01
3.335738E+03,-6.5921E+01
3.335929E+03,-6.3961E+01
3.336120E+03,-6.3181E+01
3.336310E+03,-6.1601E+01
3.336501E+03,-5.9841E+01
3.336692E+03,-5.9301E+01
3.336883E+03,-6.0481E+01
3.337073E+03,-6.4561E+01
3.337264E+03,-7.4541E+01
3.337455E+03,-6.5321E+01
3.337646E+03,-6.0701E+01
3.337836E+03,-5.8741E+01
3.338027E+03,-5.8141E+01
3.338218E+03,-5.8561E+01
3.338408E+03,-5.9761E+01
3.338599E+03,-6.1001E+01
3.338790E+03,-6.1601E+01
3.338981E+03,-6.2241E+01
3.339171E+03,-6.4781E+01
3.339362E+03,-7.4201E+01
3.339553E+03,-6.9881E+01
3.339744E+03,-6.5721E+01
3.339934E+03,-6.4481E+01
3.340125E+03,-6.0841E+01
3.340316E+03,-5.8401E+01
3.340507E+03,-5.8301E+01
3.340697E+03,-5.9701E+01
3.340888E+03,-6.0261E+01
3.341079E+03,-6.1001E+01
3.341270E+03,-6.1881E+01
3.341460E+03,-6.0541E+01
3.341651E+03,-5.9081E+01
3.341842E+03,-5.8961E+01
3.342033E+03,-6.0161E+01
3.342223E+03,-6.2961E+01
3.342414E+03,-6.3001E+01
3.342605E+03,-5.9401E+01
3.342796E+03,-5.7461E+01
3.342986E+03,-5.8021E+01
3.343177E+03,-6.0841E+01
3.343368E+03,-6.3501E+01
3.343559E+03,-6.4061E+01
3.343749E+03,-6.4081E+01
3.343940E+03,-6.0841E+01
3.344131E+03,-5.7341E+01
3.344322E+03,-5.5661E+01
3.344512E+03,-5.5301E+01
3.344703E+03,-5.5361E+01
3.344894E+03,-5.5301E+01
3.345085E+03,-5.5781E+01
3.345275E+03,-5.7481E+01
3.345466E+03,-6.0401E+01
3.345657E+03,-6.3661E+01
3.345848E+03,-6.6081E+01
3.346038E+03,-6.7721E+01
3.346229E+03,-6.6801E+01
3.346420E+03,-6.3161E+01
3.346611E+03,-5.9461E+01
3.346801E+03,-5.6041E+01
3.346992E+03,-5.3701E+01
3.347183E+03,-5.2341E+01
3.347373E+03,-5.1421E+01
3.347564E+03,-5.0921E+01
3.347755E+03,-5.1521E+01
3.347946E+03,-5.3761E+01
3.348136E+03,-5.7301E+01
3.348327E+03,-6.0661E+01
3.348518E+03,-6.2001E+01
3.348709E+03,-6.1661E+01
3.348899E+03,-5.9901E+01
3.349090E+03,-5.7481E+01
3.349281E+03,-5.6961E+01
3.349472E+03,-5.8721E+01
3.349662E+03,-6.2721E+01
3.349853E+03,-6.5961E+01
3.350044E+03,-5.9441E+01
3.350235E+03,-5.6381E+01
3.350425E+03,-5.5481E+01
3.350616E+03,-5.5221E+01
3.350807E+03,-5.5761E+01
3.350998E+03,-5.7921E+01
3.351188E+03,-6.2761E+01
3.351379E+03,-7.3381E+01
3.351570E+03,-6.5281E+01
3.351761E+03,-5.8781E+01
3.351951E+03,-5.6121E+01
3.352142E+03,-5.5381E+01
3.352333E+03,-5.5381E+01
3.352524E+03,-5.5361E+01
3.352714E+03,-5.5121E+01
3.352905E+03,-5.5401E+01
3.353096E+03,-5.6701E+01
3.353287E+03,-5.7421E+01
3.353477E+03,-5.6421E+01
3.353668E+03,-5.5581E+01
3.353859E+03,-5.5381E+01
3.354050E+03,-5.5261E+01
3.354240E+03,-5.5541E+01
3.354431E+03,-5.6681E+01
3.354622E+03,-5.7801E+01
3.354813E+03,-5.8041E+01
3.355003E+03,-5.8981E+01
3.355194E+03,-6.1341E+01
3.355385E+03,-6.4361E+01
3.355575E+03,-6.9661E+01
3.355766E+03,-7.6501E+01
3.355957E+03,-6.5501E+01
3.356148E+03,-6.2381E+01
3.356338E+03,-6.1001E+01
3.356529E+03,-6.0481E+01
3.356720E+03,-6.1521E+01
3.356911E+03,-6.1921E+01
3.357101E+03,-6.0961E+01
3.357292E+03,-6.1941E+01
3.357483E+03,-6.6741E+01
3.357674E+03,-7.9641E+01
3.357864E+03,-6.4781E+01
3.358055E+03,-5.9561E+01
3.358246E+03,-5.7661E+01
3.358437E+03,-5.8001E+01
3.358627E+03,-6.0041E+01
3.358818E+03,-6.4261E+01
3.359009E+03,-7.7861E+01
3.359200E+03,-6.7821E+01
3.359390E+03,-6.1961E+01
3.359581E+03,-5.8941E+01
3.359772E+03,-5.7181E+01
3.359963E+03,-5.6461E+01
3.360153E+03,-5.5481E+01
3.360344E+03,-5.4021E+01
3.360535E+03,-5.3181E+01
3.360726E+03,-5.3361E+01
3.360916E+03,-5.4421E+01
3.361107E+03,-5.5981E+01
3.361298E+03,-5.7621E+01
3.361489E+03,-5.9521E+01
3.361679E+03,-6.2381E+01
3.361870E+03,-6.5201E+01
3.362061E+03,-6.5281E+01
3.362252E+03,-6.6221E+01
3.362442E+03,-7.1901E+01
3.362633E+03,-6.6981E+01
3.362824E+03,-6.3361E+01
3.363015E+03,-6.3261E+01
3.363205E+03,-6.3741E+01
3.363396E+03,-6.2981E+01
3.363587E+03,-6.1721E+01
3.363778E+03,-6.0961E+01
3.363968E+03,-6.0161E+01
3.364159E+03,-5.8861E+01
3.364350E+03,-5.7441E+01
3.364540E+03,-5.6561E+01
3.364731E+03,-5.7001E+01
3.364922E+03,-5.9941E+01
3.365113E+03,-6.7021E+01
3.365303E+03,-6.2401E+01
3.365494E+03,-5.7161E+01
3.365685E+03,-5.4901E+01
3.365876E+03,-5.4261E+01
3.366066E+03,-5.4641E+01
3.366257E+03,-5.6001E+01
3.366448E+03,-5.8661E+01
3.366639E+03,-6.2121E+01
3.366829E+03,-6.2481E+01
3.367020E+03,-5.9841E+01
3.367211E+03,-5.7441E+01
3.367402E+03,-5.5861E+01
3.367592E+03,-5.5541E+01
3.367783E+03,-5.6401E+01
3.367974E+03,-5.8061E+01
3.368165E+03,-6.0881E+01
3.368355E+03,-6.3921E+01
3.368546E+03,-6.3181E+01
3.368737E+03,-6.3021E+01
3.368928E+03,-6.1481E+01
3.369118E+03,-5.8421E+01
3.369309E+03,-5.6941E+01
3.369500E+03,-5.6601E+01
3.369691E+03,-5.5941E+01
3.369881E+03,-5.5461E+01
3.370072E+03,-5.5381E+01
3.370263E+03,-5.6381E+01
3.370454E+03,-5.8001E+01
3.370644E+03,-5.8521E+01
3.370835E+03,-5.9401E+01
3.371026E+03,-6.3241E+01
3.371217E+03,-6.6121E+01
3.371407E+03,-6.6461E+01
3.371598E+03,-6.9501E+01
3.371789E+03,-7.3781E+01
3.371980E+03,-7.2581E+01
3.372170E+03,-6.4501E+01
3.372361E+03,-6.2441E+01
3.372552E+03,-6.3921E+01
3.372742E+03,-6.3881E+01
3.372933E+03,-6.2061E+01
3.373124E+03,-6.1741E+01
3.373315E+03,-6.1741E+01
3.373505E+03,-6.0401E+01
3.373696E+03,-5.8861E+01
3.373887E+03,-5.8901E+01
3.374078E+03,-6.1221E+01
3.374268E+03,-6.5401E+01
3.374459E+03,-6.6741E+01
3.374650E+03,-6.6521E+01
3.374841E+03,-6.6621E+01
3.375031E+03,-6.3301E+01
3.375222E+03,-6.1341E+01
3.375413E+03,-6.1641E+01
3.375604E+03,-6.2941E+01
3.375794E+03,-6.3541E+01
3.375985E+03,-6.4161E+01
3.376176E+03,-6.6201E+01
3.376367E+03,-6.9201E+01
3.376557E+03,-6.9761E+01
3.376748E+03,-7.0241E+01
3.376939E+03,-6.8381E+01
3.377130E+03,-6.4421E+01
3.377320E+03,-6.2161E+01
3.377511E+03,-6.0061E+01
3.377702E+03,-5.7901E+01
3.377893E+03,-5.6901E+01
3.378083E+03,-5.6741E+01
3.378274E+03,-5.6681E+01
3.378465E+03,-5.7521E+01
3.378656E+03,-6.0581E+01
3.378846E+03,-6.6021E+01
3.379037E+03,-6.8021E+01
3.379228E+03,-6.8321E+01
3.379419E+03,-6.6281E+01
3.379609E+03,-6.1941E+01
3.379800E+03,-5.9081E+01
3.379991E+03,-5.6941E+01
3.380182E+03,-5.5601E+01
3.380372E+03,-5.5261E+01
3.380563E+03,-5.5541E+01
3.380754E+03,-5.6341E+01
3.380944E+03,-5.7781E+01
3.381135E+03,-5.8781E+01
3.381326E+03,-5.8261E+01
3.381517E+03,-5.7501E+01
3.381707E+03,-5.7721E+01
3.381898E+03,-5.9661E+01
3.382089E+03,-6.3381E+01
3.382280E+03,-6.5441E+01
3.382470E+03,-6.3861E+01
3.382661E+03,-6.2701E+01
3.382852E+03,-6.1381E+01
3.383043E+03,-5.9441E+01
3.383233E+03,-5.8381E+01
3.383424E+03,-5.9241E+01
3.383615E+03,-6.1221E+01
3.383806E+03,-6.1661E+01
3.383996E+03,-6.1121E+01
3.384187E+03,-6.2401E+01
3.384378E+03,-6.4261E+01
3.384569E+03,-6.1881E+01
3.384759E+03,-6.0541E+01
3.384950E+03,-6.2381E+01
3.385141E+03,-6.8841E+01
3.385332E+03,-6.5421E+01
3.385522E+03,-6.1341E+01
3.385713E+03,-6.0521E+01
3.385904E+03,-6.0481E+01
3.386095E+03,-6.0581E+01
3.386285E+03,-6.1821E+01
3.386476E+03,-6.5401E+01
3.386667E+03,-7.1921E+01
3.386858E+03,-7.4501E+01
3.387048E+03,-7.2461E+01
3.387239E+03,-6.7321E+01
3.387430E+03,-6.1461E+01
3.387621E+03,-5.8141E+01
3.387811E+03,-5.7581E+01
3.388002E+03,-5.8861E+01
3.388193E+03,-5.9841E+01
3.388384E+03,-5.9701E+01
3.388574E+03,-6.0921E+01
3.388765E+03,-6.5501E+01
3.388956E+03,-7.3381E+01
3.389147E+03,-6.7521E+01
3.389337E+03,-6.1701E+01
3.389528E+03,-5.7941E+01
3.389719E+03,-5.5581E+01
3.389909E+03,-5.3921E+01
3.390100E+03,-5.2721E+01
3.390291E+03,-5.2401E+01
3.390482E+03,-5.2541E+01
3.390672E+03,-5.2381E+01
3.390863E+03,-5.2561E+01
3.391054E+03,-5.4301E+01
3.391245E+03,-5.7321E+01
3.391435E+03,-5.9701E+01
3.391626E+03,-6.1561E+01
3.391817E+03,-6.4661E+01
3.392008E+03,-6.8701E+01
3.392198E+03,-7.3941E+01
3.392389E+03,-7.4421E+01
3.392580E+03,-6.9241E+01
3.392771E+03,-6.7001E+01
3.392961E+03,-6.6421E+01
3.393152E+03,-6.6401E+01
3.393343E+03,-6.5921E+01
3.393534E+03,-6.4761E+01
3.393724E+03,-6.4081E+01
3.393915E+03,-6.3861E+01
3.394106E+03,-6.2841E+01
3.394297E+03,-6.2961E+01
3.394487E+03,-6.6561E+01
3.394678E+03,-6.8181E+01
3.394869E+03,-6.4461E+01
3.395060E+03,-6.2681E+01
3.395250E+03,-6.1781E+01
3.395441E+03,-6.1941E+01
3.395632E+03,-6.2181E+01
3.395823E+03,-6.1161E+01
3.396013E+03,-5.9441E+01
3.396204E+03,-5.7501E+01
3.396395E+03,-5.6001E+01
3.396586E+03,-5.5441E+01
3.396776E+03,-5.5861E+01
3.396967E+03,-5.6941E+01
3.397158E+03,-5.8421E+01
3.397349E+03,-6.0041E+01
3.397539E+03,-6.1841E+01
3.397730E+03,-6.5041E+01
3.397921E+03,-7.3041E+01
3.398111E+03,-8.0621E+01
3.398302E+03,-7.4801E+01
3.398493E+03,-7.3461E+01
3.398684E+03,-6.9561E+01
3.398874E+03,-6.7261E+01
3.399065E+03,-6.5681E+01
3.399256E+03,-6.4601E+01
3.399447E+03,-6.3821E+01
3.399637E+03,-6.3321E+01
3.399828E+03,-6.3981E+01
3.400019E+03,-6.5221E+01
3.400210E+03,-6.2881E+01
3.400400E+03,-6.0101E+01
3.400591E+03,-5.8181E+01
3.400782E+03,-5.6281E+01
3.400973E+03,-5.5161E+01
3.401163E+03,-5.5761E+01
3.401354E+03,-5.6681E+01
3.401545E+03,-5.5201E+01
3.401736E+03,-5.3601E+01
3.401926E+03,-5.3401E+01
3.402117E+03,-5.4441E+01
3.402308E+03,-5.6521E+01
3.402499E+03,-5.9581E+01
3.402689E+03,-6.2301E+01
3.402880E+03,-6.3081E+01
3.403071E+03,-6.2461E+01
3.403262E+03,-6.1081E+01
3.403452E+03,-5.9281E+01
3.403643E+03,-5.8041E+01
3.403834E+03,-5.8361E+01
3.404025E+03,-5.9821E+01
3.404215E+03,-5.9881E+01
3.404406E+03,-5.8821E+01
3.404597E+03,-5.8181E+01
3.404788E+03,-5.7561E+01
3.404978E+03,-5.6741E+01
3.405169E+03,-5.6681E+01
3.405360E+03,-5.7761E+01
3.405551E+03,-5.9581E+01
3.405741E+03,-6.0881E+01
3.405932E+03,-6.0961E+01
3.406123E+03,-6.1301E+01
3.406314E+03,-6.2141E+01
3.406504E+03,-6.0781E+01
3.406695E+03,-5.7881E+01
3.406886E+03,-5.6201E+01
3.407076E+03,-5.5481E+01
3.407267E+03,-5.5161E+01
3.407458E+03,-5.5101E+01
3.407649E+03,-5.5461E+01
3.407839E+03,-5.6661E+01
3.408030E+03,-5.8381E+01
3.408221E+03,-5.9041E+01
3.408412E+03,-5.8141E+01
3.408602E+03,-5.7621E+01
3.408793E+03,-5.9021E+01
3.408984E+03,-6.0881E+01
3.409175E+03,-5.9021E+01
3.409365E+03,-5.5981E+01
3.409556E+03,-5.3101E+01
3.409747E+03,-5.0661E+01
3.409938E+03,-4.9021E+01
3.410128E+03,-4.8641E+01
3.410319E+03,-4.9561E+01
3.410510E+03,-5.1041E+01
3.410701E+03,-5.2501E+01
3.410891E+03,-5.4601E+01
3.411082E+03,-5.8121E+01
3.411273E+03,-6.2461E+01
3.411464E+03,-6.8741E+01
3.411654E+03,-6.8001E+01
3.411845E+03,-6.5301E+01
3.412036E+03,-6.5121E+01
3.412227E+03,-6.3281E+01
3.412417E+03,-6.0401E+01
3.412608E+03,-5.8481E+01
3.412799E+03,-5.8001E+01
3.412990E+03,-5.8581E+01
3.413180E+03,-5.9781E+01
3.413371E+03,-6.1961E+01
3.413562E+03,-6.4261E+01
3.413753E+03,-6.4521E+01
3.413943E+03,-6.4201E+01
3.414134E+03,-6.5481E+01
3.414325E+03,-6.9661E+01
3.414516E+03,-7.8501E+01
3.414706E+03,-6.9701E+01
3.414897E+03,-6.2821E+01
3.415088E+03,-5.9521E+01
3.415278E+03,-5.8001E+01
3.415469E+03,-5.7521E+01
3.415660E+03,-5.7861E+01
3.415851E+03,-5.8081E+01
3.416041E+03,-5.7821E+01
3.416232E+03,-5.8441E+01
3.416423E+03,-5.9841E+01
3.416614E+03,-6.0801E+01
3.416804E+03,-6.0521E+01
3.416995E+03,-5.9641E+01
3.417186E+03,-5.9781E+01
3.417377E+03,-6.0921E+01
3.417567E+03,-6.1481E+01
3.417758E+03,-6.2741E+01
3.417949E+03,-6.8701E+01
3.418140E+03,-6.8041E+01
3.418330E+03,-6.3661E+01
3.418521E+03,-6.4481E+01
3.418712E+03,-6.5201E+01
3.418903E+03,-6.4421E+01
3.419093E+03,-6.4381E+01
3.419284E+03,-6.3641E+01
3.419475E+03,-6.2441E+01
3.419666E+03,-6.3541E+01
3.419856E+03,-6.3401E+01
3.420047E+03,-5.9461E+01
3.420238E+03,-5.8661E+01
3.420429E+03,-5.9901E+01
3.420619E+03,-6.0841E+01
3.420810E+03,-6.3701E+01
3.421001E+03,-7.7341E+01
3.421192E+03,-6.2381E+01
3.421382E+03,-5.8581E+01
3.421573E+03,-5.7321E+01
3.421764E+03,-5.6281E+01
3.421955E+03,-5.5701E+01
3.422145E+03,-5.6041E+01
3.422336E+03,-5.7141E+01
3.422527E+03,-5.8501E+01
3.422718E+03,-5.9701E+01
3.422908E+03,-6.0961E+01
3.423099E+03,-6.2261E+01
3.423290E+03,-6.2821E+01
3.423481E+03,-6.3001E+01
3.423671E+03,-6.3321E+01
3.423862E+03,-6.3481E+01
3.424053E+03,-6.2361E+01
3.424243E+03,-6.0061E+01
3.424434E+03,-5.9221E+01
3.424625E+03,-6.0661E+01
3.424816E+03,-6.2421E+01
3.425006E+03,-6.2241E+01
3.425197E+03,-6.2701E+01
3.425388E+03,-6.6081E+01
3.425579E+03,-7.0381E+01
3.425769E+03,-6.8761E+01
3.425960E+03,-6.5041E+01
3.426151E+03,-6.2841E+01
3.426342E+03,-6.0841E+01
3.426532E+03,-5.7841E+01
3.426723E+03,-5.5121E+01
3.426914E+03,-5.3501E+01
3.427105E+03,-5.3361E+01
3.427295E+03,-5.4001E+01
3.427486E+03,-5.4241E+01
3.427677E+03,-5.4441E+01
3.427868E+03,-5.5701E+01
3.428058E+03,-5.7521E+01
3.428249E+03,-5.8961E+01
3.428440E+03,-6.0541E+01
3.428631E+03,-6.2981E+01
3.428821E+03,-6.3941E+01
3.429012E+03,-6.1661E+01
3.429203E+03,-6.0261E+01
3.429394E+03,-6.0301E+01
3.429584E+03,-6.1501E+01
3.429775E+03,-6.2201E+01
3.429966E+03,-5.8021E+01
3.430157E+03,-5.4601E+01
3.430347E+03,-5.3521E+01
3.430538E+03,-5.3461E+01
3.430729E+03,-5.3761E+01
3.430920E+03,-5.5641E+01
3.431110E+03,-6.1581E+01
3.431301E+03,-7.3781E+01
3.431492E+03,-6.3661E+01
3.431683E+03,-6.0781E+01
3.431873E+03,-5.9521E+01
3.432064E+03,-5.9841E+01
3.432255E+03,-6.3821E+01
3.432445E+03,-8.2661E+01
3.432636E+03,-6.9021E+01
3.432827E+03,-6.4841E+01
3.433018E+03,-6.2061E+01
3.433208E+03,-6.0381E+01
3.433399E+03,-6.0881E+01
3.433590E+03,-6.3181E+01
3.433781E+03,-6.5301E+01
3.433971E+03,-6.6281E+01
3.434162E+03,-6.9561E+01
3.434353E+03,-8.1501E+01
3.434544E+03,-6.8281E+01
3.434734E+03,-6.3841E+01
3.434925E+03,-6.1501E+01
3.435116E+03,-6.0161E+01
3.435307E+03,-5.9981E+01
3.435497E+03,-6.0961E+01
3.435688E+03,-6.3341E+01
3.435879E+03,-6.8361E+01
3.436070E+03,-8.7621E+01
3.436260E+03,-7.2421E+01
3.436451E+03,-7.1081E+01
3.436642E+03,-9.0541E+01
3.436833E+03,-6.7801E+01
3.437023E+03,-6.1961E+01
3.437214E+03,-5.8601E+01
3.437405E+03,-5.6281E+01
3.437596E+03,-5.5461E+01
3.437786E+03,-5.6121E+01
3.437977E+03,-5.7261E+01
3.438168E+03,-5.8141E+01
3.438359E+03,-5.9081E+01
3.438549E+03,-6.0921E+01
3.438740E+03,-6.3301E+01
3.438931E+03,-6.4141E+01
3.439122E+03,-6.3501E+01
3.439312E+03,-6.2721E+01
3.439503E+03,-6.1001E+01
3.439694E+03,-5.9201E+01
3.439885E+03,-5.7941E+01
3.440075E+03,-5.7141E+01
3.440266E+03,-5.6981E+01
3.440457E+03,-5.7721E+01
3.440647E+03,-5.8821E+01
3.440838E+03,-5.9401E+01
3.441029E+03,-6.1081E+01
3.441220E+03,-6.6961E+01
3.441410E+03,-7.8061E+01
3.441601E+03,-7.0001E+01
3.441792E+03,-6.5361E+01
3.441983E+03,-6.0701E+01
3.442173E+03,-5.8441E+01
3.442364E+03,-5.7861E+01
3.442555E+03,-5.7381E+01
3.442746E+03,-5.6741E+01
3.442936E+03,-5.7101E+01
3.443127E+03,-5.9201E+01
3.443318E+03,-6.1981E+01
3.443509E+03,-6.3761E+01
3.443699E+03,-6.6181E+01
3.443890E+03,-6.9441E+01
3.444081E+03,-6.8481E+01
3.444272E+03,-6.5621E+01
3.444462E+03,-6.5021E+01
3.444653E+03,-6.6781E+01
3.444844E+03,-6.8081E+01
3.445035E+03,-6.8201E+01
3.445225E+03,-6.7321E+01
3.445416E+03,-6.5301E+01
3.445607E+03,-6.5341E+01
3.445798E+03,-6.8961E+01
3.445988E+03,-7.3641E+01
3.446179E+03,-7.5261E+01
3.446370E+03,-7.7921E+01
3.446561E+03,-7.5781E+01
3.446751E+03,-6.7321E+01
3.446942E+03,-6.0541E+01
3.447133E+03,-5.7081E+01
3.447324E+03,-5.6121E+01
3.447514E+03,-5.5921E+01
3.447705E+03,-5.5561E+01
3.447896E+03,-5.6101E+01
3.448087E+03,-5.8761E+01
3.448277E+03,-6.5081E+01
3.448468E+03,-8.1821E+01
3.448659E+03,-6.3201E+01
3.448850E+03,-5.7921E+01
3.449040E+03,-5.6281E+01
3.449231E+03,-5.7321E+01
3.449422E+03,-6.0541E+01
3.449612E+03,-6.4381E+01
3.449803E+03,-6.1701E+01
3.449994E+03,-5.6321E+01
3.450185E+03,-5.3321E+01
3.450375E+03,-5.2401E+01
3.450566E+03,-5.2601E+01
3.450757E+03,-5.3641E+01
3.450948E+03,-5.6281E+01
3.451138E+03,-6.1861E+01
3.451329E+03,-6.5441E+01
3.451520E+03,-6.5361E+01
3.451711E+03,-6.9721E+01
3.451901E+03,-7.4001E+01
3.452092E+03,-6.7401E+01
3.452283E+03,-6.3001E+01
3.452474E+03,-6.1121E+01
3.452664E+03,-6.1301E+01
3.452855E+03,-6.3461E+01
3.453046E+03,-6.6081E+01
3.453237E+03,-6.3261E+01
3.453427E+03,-5.9641E+01
3.453618E+03,-5.7441E+01
3.453809E+03,-5.6281E+01
3.454000E+03,-5.5941E+01
3.454190E+03,-5.5801E+01
3.454381E+03,-5.5301E+01
3.454572E+03,-5.5181E+01
3.454763E+03,-5.5981E+01
3.454953E+03,-5.7241E+01
3.455144E+03,-5.8461E+01
3.455335E+03,-6.1001E+01
3.455526E+03,-6.5661E+01
3.455716E+03,-6.3481E+01
3.455907E+03,-6.0061E+01
3.456098E+03,-5.8821E+01
3.456289E+03,-5.9601E+01
3.456479E+03,-6.1961E+01
3.456670E+03,-6.2961E+01
3.456861E+03,-5.9701E+01
3.457052E+03,-5.7201E+01
3.457242E+03,-5.5781E+01
3.457433E+03,-5.4981E+01
3.457624E+03,-5.5181E+01
3.457814E+03,-5.7201E+01
3.458005E+03,-6.1441E+01
3.458196E+03,-6.5501E+01
3.458387E+03,-6.4201E+01
3.458577E+03,-6.2601E+01
3.458768E+03,-6.3261E+01
3.458959E+03,-6.6281E+01
3.459150E+03,-6.8701E+01
3.459340E+03,-6.4321E+01
3.459531E+03,-6.0061E+01
3.459722E+03,-5.8901E+01
3.459913E+03,-5.8961E+01
3.460103E+03,-5.8661E+01
3.460294E+03,-5.9501E+01
3.460485E+03,-6.3601E+01
3.460676E+03,-7.1861E+01
3.460866E+03,-6.6241E+01
3.461057E+03,-6.4761E+01
3.461248E+03,-6.5961E+01
3.461439E+03,-6.5021E+01
3.461629E+03,-6.1501E+01
3.461820E+03,-5.9981E+01
3.462011E+03,-6.1041E+01
3.462202E+03,-6.3641E+01
3.462392E+03,-6.4141E+01
3.462583E+03,-6.1041E+01
3.462774E+03,-5.8381E+01
3.462965E+03,-5.6841E+01
3.463155E+03,-5.5721E+01
3.463346E+03,-5.4761E+01
3.463537E+03,-5.4321E+01
3.463728E+03,-5.4721E+01
3.463918E+03,-5.5981E+01
3.464109E+03,-5.8041E+01
3.464300E+03,-6.1301E+01
3.464491E+03,-6.5761E+01
3.464681E+03,-6.7101E+01
3.464872E+03,-6.6181E+01
3.465063E+03,-6.6021E+01
3.465254E+03,-6.7721E+01
3.465444E+03,-8.1301E+01
3.465635E+03,-6.5101E+01
3.465826E+03,-5.9941E+01
3.466017E+03,-5.9641E+01
3.466207E+03,-6.1601E+01
3.466398E+03,-6.2801E+01
3.466589E+03,-5.9721E+01
3.466779E+03,-5.6061E+01
3.466970E+03,-5.4221E+01
3.467161E+03,-5.3801E+01
3.467352E+03,-5.3701E+01
3.467542E+03,-5.3801E+01
3.467733E+03,-5.5181E+01
3.467924E+03,-5.7361E+01
3.468115E+03,-5.7601E+01
3.468305E+03,-5.7521E+01
3.468496E+03,-5.8321E+01
3.468687E+03,-5.9881E+01
3.468878E+03,-6.3201E+01
3.469068E+03,-7.2081E+01
3.469259E+03,-6.8861E+01
3.469450E+03,-6.2801E+01
3.469641E+03,-6.0781E+01
3.469831E+03,-5.9601E+01
3.470022E+03,-5.8001E+01
3.470213E+03,-5.6861E+01
3.470404E+03,-5.7781E+01
3.470594E+03,-6.1961E+01
3.470785E+03,-6.7581E+01
3.470976E+03,-6.2041E+01
3.471167E+03,-5.7781E+01
3.471357E+03,-5.5621E+01
3.471548E+03,-5.5261E+01
3.471739E+03,-5.6461E+01
3.471930E+03,-5.8981E+01
3.472120E+03,-6.2041E+01
3.472311E+03,-6.2901E+01
3.472502E+03,-6.1721E+01
3.472693E+03,-6.0921E+01
3.472883E+03,-6.1041E+01
3.473074E+03,-6.2901E+01
3.473265E+03,-6.5121E+01
3.473456E+03,-6.2661E+01
3.473646E+03,-5.9761E+01
3.473837E+03,-5.9201E+01
3.474028E+03,-6.0661E+01
3.474219E+03,-6.2841E+01
3.474409E+03,-6.4361E+01
3.474600E+03,-6.3701E+01
3.474791E+03,-6.0701E+01
3.474981E+03,-5.8401E+01
3.475172E+03,-5.8461E+01
3.475363E+03,-6.0881E+01
3.475554E+03,-6.4801E+01
3.475744E+03,-7.0261E+01
3.475935E+03,-7.8441E+01
3.476126E+03,-6.6561E+01
3.476317E+03,-6.3821E+01
3.476507E+03,-6.3521E+01
3.476698E+03,-5.7141E+01
3.476889E+03,-5.2621E+01
3.477080E+03,-5.0621E+01
3.477270E+03,-4.9841E+01
3.477461E+03,-4.9601E+01
3.477652E+03,-5.0341E+01
3.477843E+03,-5.3121E+01
3.478033E+03,-5.8861E+01
3.478224E+03,-6.4241E+01
3.478415E+03,-6.3141E+01
3.478606E+03,-6.3341E+01
3.478796E+03,-6.3661E+01
3.478987E+03,-6.4421E+01
3.479178E+03,-6.5421E+01
3.479369E+03,-6.1641E+01
3.479559E+03,-5.8321E+01
3.479750E+03,-5.6861E+01
3.479941E+03,-5.6081E+01
3.480132E+03,-5.4981E+01
3.480322E+03,-5.4321E+01
3.480513E+03,-5.4901E+01
3.480704E+03,-5.6541E+01
3.480895E+03,-5.8601E+01
3.481085E+03,-6.1121E+01
3.481276E+03,-6.2681E+01
3.481467E+03,-6.3521E+01
3.481658E+03,-6.5301E+01
3.481848E+03,-6.7061E+01
3.482039E+03,-7.0161E+01
3.482230E+03,-7.3261E+01
3.482421E+03,-6.4001E+01
3.482611E+03,-6.0061E+01
3.482802E+03,-5.8061E+01
3.482993E+03,-5.6821E+01
3.483183E+03,-5.6281E+01
3.483374E+03,-5.6481E+01
3.483565E+03,-5.7001E+01
3.483756E+03,-5.8121E+01
3.483946E+03,-6.0961E+01
3.484137E+03,-6.5101E+01
3.484328E+03,-6.5421E+01
3.484519E+03,-6.3901E+01
3.484709E+03,-6.3781E+01
3.484900E+03,-6.5261E+01
3.485091E+03,-6.7921E+01
3.485282E+03,-7.0961E+01
3.485472E+03,-6.7201E+01
3.485663E+03,-6.4381E+01
3.485854E+03,-6.2121E+01
3.486045E+03,-6.0381E+01
3.486235E+03,-6.0401E+01
3.486426E+03,-6.1381E+01
3.486617E+03,-6.0341E+01
3.486808E+03,-5.8181E+01
3.486998E+03,-5.7841E+01
3.487189E+03,-5.9381E+01
3.487380E+03,-6.0781E+01
3.487571E+03,-6.1921E+01
3.487761E+03,-6.5001E+01
3.487952E+03,-6.8321E+01
3.488143E+03,-6.6801E+01
3.488334E+03,-6.5881E+01
3.488524E+03,-6.6521E+01
3.488715E+03,-6.9201E+01
3.488906E+03,-6.5941E+01
3.489097E+03,-6.2021E+01
3.489287E+03,-6.1641E+01
3.489478E+03,-6.1981E+01
3.489669E+03,-5.8441E+01
